lat,temp,humidity,windspeed,precip,fire,month,ffmc,dmc,dc,isi,bui,fwi
60.5643,24.3,69.3,10.7,4.3,0,7,66.8,5.0,18.4,1.0,6.0,0.5
60.5643,24.7,64.6,9.0,0.0,0,7,85.4,8.1,23.2,3.5,8.6,3.4
60.5643,28.8,65.2,10.7,0.0,1,7,85.9,8.4,23.9,4.1,8.9,4.1
61.0497,23.8,62.7,8.6,0.0,0,7,85.6,8.2,23.0,3.5,8.7,3.4
61.0497,26.3,64.1,7.5,0.0,0,7,85.7,8.3,23.4,3.4,8.8,3.3
61.0497,25.8,63.1,10.4,0.0,1,7,85.8,8.3,23.3,4.0,8.8,4.0
60.2561,23.8,70.3,7.2,0.0,0,7,85.0,7.7,23.0,3.0,8.4,2.8
60.2561,22.8,71.2,8.2,0.0,0,7,85.0,7.6,22.8,3.2,8.3,3.0
60.2561,21.2,79.0,7.5,0.0,1,7,83.9,7.1,22.5,2.6,7.9,2.2
62.8093,29.2,67.4,6.4,0.0,0,7,85.6,8.3,24.0,3.2,8.9,3.1
62.8093,31.6,59.8,7.2,0.0,0,7,87.1,9.1,24.4,4.1,9.4,4.3
62.8093,30.1,52.8,7.2,0.0,1,7,88.0,9.5,24.1,4.6,9.6,4.9
63.2655,30.8,55.3,9.3,0.0,0,7,87.8,9.3,24.2,5.0,9.5,5.3
63.2655,32.1,51.7,14.2,0.0,0,7,88.7,9.8,24.5,7.3,9.8,7.7
63.2655,28.2,58.0,7.8,0.0,1,7,86.9,8.9,23.8,4.1,9.2,4.2
62.9256,29.2,44.7,9.0,0.0,0,7,89.2,9.9,24.0,6.0,9.9,6.4
62.9256,28.1,45.7,8.2,0.0,0,7,88.8,9.7,23.8,5.5,9.7,5.9
62.9256,30.7,48.6,8.6,0.0,1,7,88.8,9.8,24.2,5.6,9.8,6.0
62.874,28.1,45.7,8.2,0.0,0,7,88.8,9.7,23.8,5.5,9.7,5.9
62.874,30.7,48.6,8.6,0.0,0,7,88.8,9.8,24.2,5.6,9.8,6.0
62.874,30.8,53.7,7.8,0.0,1,7,88.0,9.5,24.2,4.8,9.6,5.1
54.1692,25.9,64.8,9.0,0.0,0,7,85.6,8.2,23.4,3.6,8.7,3.5
54.1692,24.2,67.2,9.0,0.0,0,7,85.0,7.9,23.1,3.3,8.5,3.1
54.1692,26.4,60.9,7.2,0.0,1,8,86.2,8.2,22.8,3.6,8.6,3.5
53.0688,23.0,66.9,17.9,0.0,0,7,85.0,7.9,22.8,5.2,8.5,5.2
53.0688,24.8,65.5,21.4,0.0,0,8,85.4,7.8,22.5,6.5,8.4,6.4
53.0688,28.0,68.0,14.2,0.0,1,8,85.4,7.9,23.0,4.6,8.5,4.6
61.1732,32.3,51.2,14.2,0.0,0,8,88.8,9.4,23.8,7.4,9.5,7.6
61.1732,31.8,52.3,17.9,0.0,0,8,88.6,9.2,23.7,8.6,9.3,8.6
61.1732,32.8,47.6,28.6,0.0,1,8,89.6,9.7,23.9,17.1,9.7,15.3
54.0724,30.4,64.4,10.4,0.0,0,8,86.3,8.3,23.5,4.3,8.8,4.3
54.0724,28.1,70.6,10.7,0.0,0,8,85.0,7.8,23.1,3.6,8.5,3.5
54.0724,26.3,77.3,9.0,0.0,1,8,84.9,7.3,22.7,3.3,8.1,3.0
53.1496,29.0,74.0,25.1,0.0,0,8,85.0,7.6,23.2,7.5,8.4,7.3
53.1496,26.0,75.3,25.1,0.0,0,8,85.0,7.4,22.7,7.5,8.2,7.2
53.1496,26.0,76.3,21.4,0.0,1,8,85.0,7.3,22.7,6.2,8.1,6.0
62.7399,31.2,50.5,10.1,0.0,0,8,88.6,9.3,23.6,5.8,9.4,6.1
62.7399,20.9,86.8,8.6,20.3,0,8,34.8,2.9,6.8,0.0,2.9,0.0
62.7399,21.8,58.2,11.8,0.0,1,8,85.9,8.0,21.9,4.3,8.4,4.2
51.2255,26.8,81.9,8.2,0.0,0,8,84.0,7.0,22.8,2.8,7.9,2.4
51.2255,29.3,77.3,6.4,0.0,0,8,85.0,7.4,23.3,2.9,8.2,2.6
51.2255,29.7,77.1,10.7,0.0,1,8,85.0,7.5,23.4,3.6,8.3,3.4
63.6239,21.8,69.8,6.9,0.1,0,8,85.0,7.4,21.9,3.0,8.0,2.7
63.6239,20.3,82.2,6.4,2.2,0,8,66.0,5.2,21.7,0.8,6.5,0.4
63.6239,22.7,75.3,5.0,0.0,1,8,84.8,7.2,22.1,2.6,7.9,2.2
63.2155,22.3,46.1,10.4,0.0,0,8,87.7,8.6,22.0,5.2,8.7,5.2
63.2155,22.9,44.2,7.2,0.0,0,8,88.0,8.8,22.1,4.6,8.8,4.6
63.2155,22.3,53.9,11.0,1.0,1,8,83.9,8.2,22.0,3.2,8.5,3.0
62.8854,21.2,58.8,9.3,0.0,0,8,85.8,7.9,21.8,3.8,8.3,3.6
62.8854,22.2,57.4,11.0,0.0,0,8,86.1,8.0,22.0,4.3,8.4,4.2
62.8854,22.2,59.1,8.2,0.0,1,8,85.8,8.0,22.0,3.6,8.4,3.5
62.7758,22.2,57.4,11.0,0.0,0,8,86.1,8.0,22.0,4.3,8.4,4.2
62.7758,22.2,59.1,8.2,0.0,0,8,85.8,8.0,22.0,3.6,8.4,3.5
62.7758,23.8,53.4,6.9,0.0,1,8,86.8,8.4,22.3,3.8,8.7,3.8
62.3497,17.0,78.3,14.4,2.0,0,8,70.1,5.4,21.1,1.3,6.6,0.6
62.3497,21.0,74.0,10.7,0.0,0,8,84.8,7.2,21.8,3.5,7.9,3.2
62.3497,23.0,72.5,14.2,0.5,1,8,85.0,7.4,22.1,4.3,8.1,4.1
63.1974,16.4,87.9,5.0,2.3,0,8,60.1,4.7,21.0,0.5,6.0,0.2
63.1974,23.7,68.0,8.6,0.4,0,8,85.0,7.6,22.3,3.2,8.2,2.9
63.1974,25.3,61.9,7.8,0.0,1,8,85.9,8.1,22.6,3.5,8.5,3.4
62.8659,22.7,74.6,8.6,0.5,0,8,84.9,7.2,22.1,3.2,7.9,2.9
62.8659,25.3,59.3,7.5,0.0,0,8,86.2,8.2,22.6,3.6,8.6,3.5
62.8659,25.9,57.7,9.0,0.0,1,8,86.6,8.4,22.7,4.1,8.7,4.1
60.6234,18.2,72.4,7.2,0.0,0,8,84.7,7.1,21.3,2.9,7.7,2.5
60.6234,19.7,68.6,7.2,0.0,0,8,85.0,7.3,21.6,3.0,7.9,2.6
60.6234,17.0,76.8,11.7,0.1,1,8,83.9,6.9,21.1,3.3,7.6,2.9
63.9328,16.1,73.4,7.2,0.2,0,8,84.4,6.9,20.9,2.8,7.6,2.3
63.9328,18.7,66.7,5.0,0.7,0,8,82.7,7.4,21.4,2.0,7.9,1.3
63.9328,18.8,68.8,7.2,41.9,1,8,43.5,3.5,6.4,0.1,3.4,0.0
52.8949,30.0,63.7,17.4,0.0,0,8,86.4,8.3,23.4,6.2,8.8,6.2
52.8949,26.0,69.2,21.4,0.0,0,8,85.0,7.7,22.7,6.2,8.3,6.1
52.8949,28.0,69.6,17.9,1.5,1,8,81.0,7.8,23.0,3.1,8.4,2.9
52.8922,26.0,69.2,21.4,0.0,0,8,85.0,7.7,22.7,6.2,8.3,6.1
52.8922,28.0,69.6,17.9,1.6,0,8,80.7,7.2,23.0,3.0,8.1,2.7
52.8922,24.1,65.0,21.8,0.2,1,8,85.4,7.8,22.3,6.7,8.3,6.5
53.0353,26.2,78.2,12.2,2.1,0,8,73.3,5.7,22.7,1.3,7.0,0.7
53.0353,25.7,71.8,9.0,0.0,0,8,85.0,7.6,22.6,3.3,8.3,3.1
53.0353,27.4,78.2,11.8,0.3,1,8,84.9,7.3,22.9,3.8,8.1,3.6
53.0341,25.7,71.8,9.0,0.0,0,8,85.0,7.6,22.6,3.3,8.3,3.1
53.0341,27.4,78.2,11.8,0.3,0,8,84.9,7.3,22.9,3.8,8.1,3.6
53.0341,19.9,66.5,9.0,0.0,1,8,85.0,7.5,21.6,3.3,8.0,3.0
53.0401,27.4,76.4,13.3,1.1,0,8,80.5,7.4,22.9,2.3,8.2,1.8
53.0401,19.6,65.3,10.1,0.0,0,8,85.0,7.5,21.5,3.5,8.0,3.2
53.0401,20.3,67.2,14.2,0.0,1,8,85.0,7.4,21.7,4.3,8.0,4.1
53.0403,19.9,66.5,9.0,0.0,0,8,85.0,7.5,21.6,3.3,8.0,3.0
53.0403,20.6,66.9,13.6,0.0,0,8,85.0,7.5,21.7,4.2,8.0,4.0
53.0403,24.7,70.2,11.0,0.1,1,8,85.0,7.6,22.4,3.7,8.2,3.5
52.8704,22.9,63.1,25.1,0.0,0,8,85.5,7.8,22.1,8.0,8.3,7.7
52.8704,24.3,72.5,10.7,0.4,0,8,85.0,7.4,22.4,3.6,8.1,3.4
52.8704,27.1,67.5,17.9,0.0,1,8,85.4,7.9,22.9,5.5,8.5,5.5
52.8823,24.3,72.4,10.7,0.4,0,8,85.0,7.4,22.4,3.6,8.1,3.4
52.8823,27.1,67.5,17.9,0.0,0,8,85.4,7.9,22.9,5.5,8.5,5.5
52.8823,26.3,71.4,25.1,0.0,1,8,85.0,7.6,22.7,7.5,8.3,7.2
53.0414,27.8,69.7,9.3,0.0,0,8,85.1,7.8,23.0,3.4,8.4,3.2
53.0414,24.7,72.0,11.5,0.2,0,8,85.0,7.5,22.4,3.8,8.2,3.6
53.0414,23.7,67.7,7.8,0.0,1,8,85.0,7.7,22.3,3.1,8.3,2.9
53.0208,24.6,69.3,12.2,0.5,0,8,85.0,7.6,22.4,3.9,8.2,3.7
53.0208,24.2,63.6,6.9,0.0,0,8,85.5,7.9,22.4,3.2,8.4,3.0
53.0208,28.2,70.8,8.6,1.2,1,8,81.0,7.8,23.1,2.0,8.5,1.4
54.3282,19.9,86.7,23.2,0.0,0,8,81.7,6.6,21.6,4.4,7.5,4.1
54.3282,21.1,70.0,32.2,0.0,0,8,85.0,7.4,21.8,10.7,8.0,9.7
54.3282,19.3,72.1,35.8,0.0,1,8,84.9,7.2,21.5,12.6,7.8,11.0
59.2257,16.4,76.5,10.7,0.0,0,8,83.9,6.8,21.0,3.1,7.5,2.7
59.2257,15.7,65.1,9.3,0.0,0,8,85.0,7.2,20.8,3.4,7.7,3.1
59.2257,17.3,59.7,8.2,0.0,1,8,85.2,7.5,21.1,3.3,7.9,3.0
57.6207,19.9,64.4,7.5,0.0,0,8,85.0,7.5,21.6,3.1,8.0,2.8
57.6207,20.3,67.9,10.9,0.0,0,9,85.0,7.2,20.4,3.6,7.6,3.3
57.6207,24.3,61.2,9.0,0.0,1,9,85.9,7.8,21.1,3.8,8.1,3.6
57.6194,20.3,67.9,10.9,0.0,0,9,85.0,7.2,20.4,3.6,7.6,3.3
57.6194,24.3,61.2,9.0,0.0,0,9,85.9,7.8,21.1,3.8,8.1,3.6
57.6194,26.7,67.9,9.0,0.0,1,9,85.2,7.6,21.5,3.4,8.1,3.2
57.6258,24.3,61.2,9.0,0.0,0,9,85.9,7.8,21.1,3.8,8.1,3.6
57.6258,26.7,67.9,9.0,0.0,0,9,85.2,7.6,21.5,3.4,8.1,3.2
57.6258,27.8,72.4,13.9,0.2,1,9,85.0,7.4,21.7,4.2,8.0,4.0
57.6327,26.7,67.9,9.0,0.0,0,9,85.2,7.6,21.5,3.4,8.1,3.2
57.6327,27.8,72.4,13.9,0.2,0,9,85.0,7.4,21.7,4.2,8.0,4.0
57.6327,22.7,77.5,8.2,1.2,1,9,77.5,7.0,20.8,1.4,7.6,0.7
55.0082,24.8,54.9,20.0,0.0,0,9,87.0,8.1,21.2,7.6,8.3,7.3
55.0082,27.2,38.7,24.0,0.0,0,9,90.1,9.1,21.6,14.6,9.1,13.2
57.9902,17.6,68.2,7.5,0.0,0,9,85.0,7.1,19.9,3.1,7.5,2.7
57.9902,22.2,66.0,10.7,0.0,0,9,85.0,7.4,20.7,3.6,7.8,3.3
57.9902,22.7,65.0,7.5,0.0,1,9,85.1,7.5,20.8,3.1,7.9,2.8
57.9946,22.2,66.0,10.7,0.0,0,9,85.0,7.4,20.7,3.6,7.8,3.3
57.9946,22.7,65.0,7.5,0.0,0,9,85.1,7.5,20.8,3.1,7.9,2.8
57.9946,24.3,64.4,14.2,0.0,1,9,85.4,7.6,21.1,4.6,8.0,4.4
58.7772,22.7,66.5,9.3,0.0,0,9,85.0,7.4,20.8,3.4,7.8,3.1
58.7772,24.3,68.0,14.2,0.0,0,9,85.0,7.4,21.1,4.3,7.9,4.1
58.7772,26.8,67.3,10.7,0.0,1,9,85.3,7.6,21.5,3.8,8.1,3.6
53.3922,18.1,83.2,11.0,0.2,0,9,82.7,6.6,20.0,2.7,7.2,2.1
53.3922,18.4,75.9,8.0,0.0,0,9,84.2,6.8,20.0,2.8,7.4,2.3
53.3922,19.3,65.3,8.2,0.0,1,9,85.0,7.3,20.2,3.2,7.7,2.8
59.0227,21.7,73.1,8.6,0.0,0,9,85.0,7.1,20.6,3.2,7.6,2.8
59.0227,23.1,67.4,6.9,0.0,0,9,85.0,7.4,20.9,3.0,7.9,2.6
59.0227,21.8,67.6,9.0,0.0,1,9,85.0,7.3,20.6,3.3,7.7,2.9
58.2454,25.3,68.6,7.2,0.0,0,9,85.0,7.5,21.3,3.0,8.0,2.7
58.2454,23.3,64.9,8.2,0.0,0,9,85.2,7.5,20.9,3.3,7.9,3.0
58.2454,18.7,82.6,25.1,1.8,1,9,72.2,5.6,20.1,2.4,6.6,1.6
52.6474,24.2,65.7,10.7,0.0,0,9,85.2,7.5,21.1,3.7,7.9,3.4
52.6474,25.2,59.0,17.9,0.0,0,9,86.4,7.9,21.2,6.3,8.2,6.1
52.6474,25.2,53.7,10.7,0.0,1,9,87.1,8.2,21.2,4.8,8.3,4.7
62.9187,12.3,78.0,8.2,0.0,0,9,83.3,6.5,18.9,2.5,7.0,1.8
62.9187,12.7,73.4,7.8,0.0,0,9,84.0,6.7,19.0,2.7,7.1,2.1
62.9187,12.3,74.8,7.5,0.0,1,9,83.8,6.6,18.9,2.6,7.0,2.0
52.311,22.0,68.1,10.7,0.0,0,9,85.0,7.3,20.7,3.6,7.8,3.3
52.311,20.0,67.9,14.2,0.0,0,9,85.0,7.2,20.3,4.3,7.6,4.0
52.311,19.0,74.6,17.9,0.0,1,9,84.4,6.9,20.1,4.8,7.4,4.4
52.9339,14.1,82.2,6.9,0.0,0,9,82.6,6.5,19.2,2.2,7.0,1.4
52.9339,15.7,74.2,17.1,0.0,0,9,84.1,6.8,19.5,4.4,7.3,4.0
52.9339,16.7,68.1,8.6,0.0,1,9,85.0,7.0,19.7,3.2,7.4,2.8
50.9264,11.3,55.4,17.9,0.0,0,9,85.0,7.0,18.7,5.2,7.2,4.7
50.9264,14.8,58.5,25.4,0.0,0,9,85.0,7.2,19.4,7.6,7.5,7.0
50.9264,16.3,52.8,15.4,0.0,1,9,85.9,7.5,19.6,5.2,7.7,4.9
52.9989,14.2,69.6,14.2,0.0,0,9,84.7,6.8,19.3,4.1,7.2,3.7
52.9989,14.4,69.7,8.2,0.0,0,9,84.7,6.8,19.3,3.1,7.2,2.6
52.9989,17.3,61.2,10.7,0.0,1,9,85.0,7.3,19.8,3.6,7.6,3.3
52.8769,16.1,76.4,35.8,3.0,0,5,68.6,4.8,17.8,3.6,5.7,2.7
52.8769,15.1,62.9,17.9,0.0,0,5,85.0,7.6,20.1,5.2,7.8,4.9
52.8769,20.1,51.3,21.4,0.0,1,6,86.7,8.7,22.0,7.9,8.7,7.8
48.9876,17.6,76.4,14.2,0.2,0,5,84.0,7.2,20.6,3.8,7.7,3.5
48.9876,23.2,72.0,13.0,0.0,0,6,85.0,7.8,22.6,4.1,8.4,4.0
48.9876,19.7,73.6,13.3,0.5,1,6,84.7,7.4,22.0,3.9,8.0,3.7
48.9775,23.2,72.0,13.0,0.0,0,6,85.0,7.8,22.6,4.1,8.4,4.0
48.9775,19.7,73.6,13.3,0.5,0,6,84.7,7.4,22.0,3.9,8.0,3.7
48.9775,20.8,74.7,8.6,0.3,1,6,84.7,7.5,22.1,3.1,8.1,2.8
48.9942,19.7,73.6,13.3,0.5,0,6,84.7,7.4,22.0,3.9,8.0,3.7
48.9942,20.8,74.7,8.6,0.3,0,6,84.7,7.5,22.1,3.1,8.1,2.8
48.9942,19.8,75.6,9.6,0.0,1,6,84.4,7.3,22.0,3.1,8.0,2.8
49.0054,20.8,74.7,8.6,0.3,0,6,84.7,7.5,22.1,3.1,8.1,2.8
49.0054,19.8,75.6,9.6,0.0,0,6,84.4,7.3,22.0,3.1,8.0,2.8
49.0054,17.8,84.2,6.4,1.1,1,6,75.4,6.8,21.6,1.1,7.6,0.6
48.9614,19.8,75.6,9.6,0.0,0,6,84.4,7.3,22.0,3.1,8.0,2.8
48.9614,17.8,84.2,6.4,1.1,0,6,75.4,6.8,21.6,1.1,7.6,0.6
48.9614,20.7,80.0,9.6,0.4,1,6,83.7,7.1,22.1,2.9,7.9,2.5
49.0165,17.8,84.2,6.4,1.1,0,6,75.4,6.8,21.6,1.1,7.6,0.6
49.0165,20.7,80.0,9.6,0.4,0,6,83.7,7.1,22.1,2.9,7.9,2.5
49.0165,24.4,75.7,7.8,0.0,1,6,85.0,7.6,22.8,3.1,8.3,2.9
49.4336,24.7,74.5,15.4,0.0,0,6,85.0,7.7,22.8,4.6,8.4,4.5
49.4336,29.6,70.2,15.4,0.0,0,6,85.3,8.4,23.7,4.8,8.9,4.9
49.4336,27.7,73.5,10.7,0.0,1,6,85.0,8.0,23.4,3.6,8.6,3.5
49.4031,16.2,93.2,21.8,0.0,0,6,79.0,6.3,21.3,3.1,7.2,2.6
49.4031,29.3,83.6,25.1,0.0,0,6,83.8,7.3,23.7,6.3,8.2,6.1
49.4031,17.7,86.6,23.7,0.0,1,6,81.5,6.7,21.6,4.4,7.5,4.1
49.4329,29.3,83.6,25.1,0.0,0,6,83.8,7.3,23.7,6.3,8.2,6.1
49.4329,17.7,86.6,23.7,0.0,0,6,81.5,6.7,21.6,4.4,7.5,4.1
45.9369,27.6,73.9,7.8,0.0,0,6,85.0,8.0,23.4,3.1,8.6,2.9
45.9369,28.6,65.7,9.3,0.0,0,6,85.8,8.7,23.6,3.8,9.1,3.9
45.9369,25.6,73.8,9.0,0.0,1,6,85.0,7.8,23.0,3.3,8.4,3.1
49.4428,23.8,86.2,22.2,0.0,0,6,82.3,6.9,22.7,4.5,7.8,4.3
49.4428,23.1,88.4,13.9,0.1,0,6,81.6,6.7,22.6,2.7,7.7,2.2
49.4428,19.7,87.5,13.3,0.1,1,6,81.6,6.7,22.0,2.7,7.6,2.2
63.6479,26.1,60.2,10.7,0.0,0,6,86.3,8.9,23.1,4.3,9.1,4.4
63.6479,29.4,56.2,13.3,0.0,0,6,87.4,9.5,23.7,5.8,9.5,6.1
63.6479,29.2,56.2,10.2,0.0,1,6,87.4,9.5,23.7,4.9,9.5,5.2
49.4315,19.8,81.8,9.9,0.1,0,6,83.2,7.0,22.0,2.7,7.8,2.3
49.4315,20.9,83.3,14.2,0.4,0,6,82.9,7.0,22.2,3.3,7.8,3.0
49.4315,29.6,71.8,20.6,0.0,1,6,85.0,8.3,23.7,5.9,8.9,6.0
63.8548,28.9,62.1,10.7,0.0,0,6,86.4,9.0,23.6,4.4,9.2,4.5
63.8548,27.2,71.7,6.9,0.2,0,6,85.0,8.1,23.3,3.0,8.7,2.8
63.8548,26.8,70.8,7.2,0.3,1,6,85.0,8.1,23.2,3.0,8.6,2.8
63.3593,23.8,76.1,7.5,2.7,0,6,67.9,5.5,22.7,0.9,6.9,0.4
63.3593,27.6,61.0,7.8,0.0,0,6,86.3,8.9,23.4,3.7,9.1,3.7
63.3593,27.7,64.9,5.8,0.0,1,6,85.8,8.7,23.4,3.2,9.0,3.1
55.2297,15.6,82.0,10.1,0.0,0,6,82.7,6.8,21.2,2.6,7.5,2.1
55.2297,18.3,74.2,13.0,0.0,0,6,84.4,7.3,21.7,3.7,7.9,3.4
55.2297,18.7,80.6,12.2,0.4,1,6,83.3,7.0,21.8,3.1,7.8,2.7
55.2283,18.3,74.2,13.0,0.0,0,6,84.4,7.3,21.7,3.7,7.9,3.4
55.2283,18.7,80.6,12.2,0.4,0,6,83.3,7.0,21.8,3.1,7.8,2.7
55.2283,12.7,92.0,12.2,2.2,1,6,59.4,4.7,20.7,0.7,6.0,0.3
63.4913,26.2,68.8,6.9,1.0,0,6,81.8,8.2,23.1,2.0,8.7,1.5
63.4913,29.6,56.9,5.8,0.0,0,6,87.2,9.5,23.7,3.8,9.5,4.0
63.4913,30.3,56.0,7.2,0.0,1,6,87.5,9.6,23.9,4.3,9.6,4.5
66.325,21.3,69.6,8.6,1.2,0,6,79.1,7.8,22.2,1.6,8.3,0.9
66.325,22.1,72.4,10.7,2.4,0,6,71.4,5.9,22.4,1.1,7.1,0.6
66.325,13.8,78.5,25.4,1.8,1,6,71.9,5.8,20.9,2.4,6.8,1.7
63.6694,30.6,60.2,14.9,0.0,0,6,87.0,9.3,23.9,5.9,9.4,6.2
63.6694,23.2,64.7,21.3,0.0,0,6,85.3,8.3,22.6,6.4,8.7,6.4
63.6694,25.1,55.5,21.4,0.0,1,6,86.9,9.1,22.9,8.1,9.1,8.1
63.8345,22.8,58.3,20.2,0.0,0,6,86.1,8.6,22.5,6.8,8.8,6.8
63.8345,26.2,57.0,20.0,1.1,0,6,84.8,9.1,23.1,5.6,9.2,5.8
63.8345,25.1,70.0,12.2,0.5,1,6,85.0,8.1,22.9,3.9,8.6,3.8
63.6084,26.3,57.1,9.0,0.8,0,6,85.3,9.1,23.1,3.5,9.2,3.5
63.6084,27.3,71.3,7.2,0.0,0,6,85.0,8.1,23.3,3.0,8.7,2.8
63.6084,30.7,57.7,7.8,0.0,1,6,87.3,9.5,23.9,4.3,9.5,4.5
63.613,27.3,72.3,10.7,0.0,0,6,85.0,8.1,23.3,3.6,8.7,3.5
63.613,30.7,64.6,7.8,4.0,0,6,73.5,6.2,19.8,1.1,7.0,0.6
63.613,23.7,75.4,13.6,3.0,1,6,69.2,5.3,20.2,1.2,6.4,0.6
53.6405,23.8,64.0,16.8,0.7,0,6,84.5,8.4,22.7,4.6,8.7,4.6
53.6405,18.2,67.5,18.6,2.0,0,6,74.9,6.3,21.7,1.9,7.3,1.0
53.6405,18.8,53.1,17.9,0.0,1,6,86.3,8.5,21.8,6.2,8.6,6.2
62.1041,20.2,70.4,14.2,0.8,0,6,82.0,7.7,22.0,2.9,8.2,2.6
62.1041,14.8,69.8,10.7,1.0,0,6,79.3,7.3,21.1,1.8,7.8,1.0
62.1041,18.7,51.8,9.8,0.0,1,6,86.3,8.5,21.8,4.1,8.6,4.1
63.2837,21.2,58.3,10.7,0.6,0,6,85.2,8.4,22.2,3.7,8.6,3.6
63.2837,19.2,66.6,7.5,1.7,0,6,75.2,6.9,21.9,1.1,7.7,0.6
63.2837,22.8,49.5,7.8,0.0,1,6,87.2,9.2,22.5,4.2,9.2,4.3
63.2921,19.2,66.6,7.5,1.7,0,6,75.2,6.9,21.9,1.1,7.7,0.6
63.2921,22.8,49.5,7.8,0.0,0,6,87.2,9.2,22.5,4.2,9.2,4.3
63.2921,27.8,62.6,9.3,0.0,1,6,86.2,8.8,23.4,4.0,9.1,4.1
63.3549,20.9,52.2,7.5,0.0,0,6,86.6,8.8,22.2,3.8,8.8,3.8
63.3549,27.9,64.6,11.0,0.0,0,6,85.9,8.7,23.4,4.2,9.0,4.3
63.3549,22.6,60.5,11.5,0.9,1,6,83.5,8.5,22.5,3.1,8.7,2.9
63.5321,27.7,64.1,17.9,0.0,0,6,86.0,8.7,23.4,6.0,9.0,6.1
63.5321,22.7,66.0,11.5,0.8,0,6,83.1,8.1,22.5,2.9,8.5,2.7
63.5321,22.4,70.0,6.9,2.2,1,6,72.2,6.2,22.4,1.0,7.3,0.5
53.6461,28.6,69.2,7.2,0.0,0,6,85.3,8.4,23.6,3.2,8.9,3.1
53.6461,29.2,61.3,6.1,0.0,0,6,86.5,9.1,23.7,3.5,9.3,3.6
53.6461,30.7,61.7,7.5,0.0,1,7,86.7,8.9,24.2,3.9,9.3,4.0
63.5999,22.4,70.0,6.9,2.2,0,6,72.2,6.2,22.4,1.0,7.3,0.5
63.5999,25.2,60.8,11.5,0.2,0,7,86.1,8.4,23.2,4.4,8.8,4.4
63.5999,25.6,69.7,10.7,2.6,1,7,73.5,5.9,23.3,1.2,7.2,0.6
52.5687,27.4,75.8,9.6,0.0,0,7,85.0,7.6,23.6,3.4,8.4,3.2
52.5687,26.8,74.2,11.8,0.3,0,7,85.0,7.7,23.5,3.8,8.5,3.7
52.5687,27.8,75.4,16.5,0.0,1,7,85.0,7.7,23.7,4.8,8.5,4.8
55.232,20.2,85.7,19.7,0.0,0,7,82.1,6.7,22.3,3.9,7.7,3.6
55.232,20.7,83.8,29.0,0.0,0,7,82.6,6.8,22.4,6.6,7.7,6.2
55.232,20.7,78.3,16.2,0.0,1,7,84.0,7.1,22.4,4.2,7.9,4.0
55.2349,20.7,83.8,29.0,0.0,0,7,82.6,6.8,22.4,6.6,7.7,6.2
55.2349,20.7,78.3,16.2,0.0,0,7,84.0,7.1,22.4,4.2,7.9,4.0
55.2349,22.8,77.4,16.5,0.0,1,7,84.4,7.3,22.8,4.5,8.1,4.3
55.2314,20.7,78.3,16.2,0.0,0,7,84.0,7.1,22.4,4.2,7.9,4.0
55.2314,22.8,77.4,16.5,0.0,0,7,84.4,7.3,22.8,4.5,8.1,4.3
55.2314,19.7,78.5,15.7,0.3,1,7,83.8,7.1,22.2,3.9,7.9,3.7
58.5993,26.7,66.3,14.2,0.3,0,7,85.5,8.2,23.5,4.6,8.8,4.6
58.5993,26.2,65.7,10.7,0.0,0,7,85.5,8.2,23.4,3.9,8.7,3.9
58.5993,28.2,69.2,10.7,0.0,1,7,85.2,8.1,23.8,3.7,8.8,3.7
53.0252,20.8,69.8,16.5,3.0,0,7,70.5,5.3,20.0,1.5,6.4,0.7
53.0252,25.3,61.6,10.4,0.0,0,7,86.0,8.4,23.3,4.1,8.8,4.1
53.0252,28.7,51.4,15.0,0.0,1,7,88.1,9.4,23.9,6.9,9.5,7.2
61.5194,21.2,79.4,9.9,0.2,0,7,83.8,7.1,22.5,2.9,7.9,2.5
61.5194,22.9,76.7,15.4,0.7,0,7,82.1,7.3,22.8,3.1,8.1,2.8
61.5194,22.6,68.7,14.2,0.0,1,7,85.0,7.7,22.8,4.3,8.4,4.2
62.8191,19.1,65.4,10.7,0.7,0,7,83.2,7.6,22.1,2.8,8.2,2.5
62.8191,21.3,74.0,17.9,2.5,0,7,71.8,5.4,22.5,1.6,6.8,0.8
62.8191,23.4,63.0,10.7,0.0,1,7,85.5,8.1,22.9,3.9,8.6,3.8
63.779,19.8,64.5,24.3,0.0,0,7,85.0,7.7,22.3,7.2,8.3,7.0
63.779,23.1,65.9,10.7,0.0,0,7,85.1,7.9,22.9,3.7,8.5,3.6
63.779,25.2,61.4,17.3,0.0,1,7,86.0,8.4,23.2,5.8,8.8,5.9
63.7779,23.1,66.0,10.7,0.0,0,7,85.1,7.9,22.9,3.7,8.5,3.6
63.7779,25.2,61.4,17.6,0.0,0,7,86.0,8.4,23.2,5.9,8.8,6.0
63.7779,27.1,64.1,16.0,0.0,1,7,85.9,8.4,23.6,5.3,8.9,5.4
63.7785,25.2,61.4,17.6,0.0,0,7,86.0,8.4,23.2,5.9,8.8,6.0
63.7785,27.1,64.1,16.0,0.0,0,7,85.9,8.4,23.6,5.3,8.9,5.4
63.7785,26.9,64.4,15.0,0.0,1,7,85.8,8.3,23.5,5.0,8.8,5.1
53.0378,21.4,68.7,7.4,0.0,0,7,85.0,7.7,22.6,3.1,8.3,2.9
53.0378,20.6,69.5,10.7,0.1,0,7,85.0,7.6,22.4,3.6,8.2,3.4
